subject_id,anchor_center_phone_sec,recorder_time_minus_phone_time_sec,envelope_correlation,fitted_lag_sec,residual_sec,correlation_reliable
38,14136.216,2.6,0.8068316112424198,6.208333333333333,-3.608333333333333,True
38,27762.432,0.2,0.8266112575850754,0.1999999999999993,7.216449660063518e-16,True
38,41388.648,-16.5,0.7868910614267159,-5.808333333333334,-10.691666666666666,True
38,55014.864,-22.1,0.6439228777686257,-11.816666666666666,-10.283333333333335,True
39,510.0,-2.3000000000000003,0.8463282905379472,1.7,-4.0,True
39,10361.224,-1.6,0.7525189964894922,-2.6500000000000004,1.0500000000000003,True
39,20212.448,-7.6000000000000005,0.7713869604015859,-7.0,-0.6000000000000005,True
39,30063.672,-7.0,0.8416692848169824,-11.35,4.35,True
39,39914.896,-56.5,0.7484395321772561,-15.700000000000001,-40.8,True
40,510.0,1.7000000000000002,0.8356107266868975,3.95,-2.25,True
40,9742.36,2.2,0.8727044722034757,1.975,0.2250000000000001,True
40,18974.72,-0.6000000000000001,0.6434284316408668,0.0,-0.6000000000000001,True
40,28207.08,0.0,0.9668832929170931,-1.9750000000000005,1.9750000000000005,True
40,37439.44,-10.100000000000001,0.8163523723455801,-3.950000000000001,-6.15,True
41,510.0,1.2000000000000002,0.756934124188255,3.25,-2.05,True
41,9162.536,1.6,0.9702838228186513,1.3249999999999997,0.27500000000000036,True
41,17815.072,-1.1,0.7603596273773289,-0.6000000000000001,-0.5,True
41,26467.608,-0.6000000000000001,0.5130177561946803,-2.5250000000000004,1.9250000000000003,True
41,35120.144,-13.200000000000001,0.7781380739292785,-4.45,-8.75,True
42,510.0,1.2000000000000002,0.8305379545661421,5.275,-4.075,True
42,13045.784,2.0,0.9508188382411848,1.9583333333333335,0.04166666666666652,True
42,25581.568,-0.6000000000000001,0.5331825896251347,-1.3583333333333334,0.7583333333333333,True
42,38117.352,-10.9,0.5058809705148022,-4.675,-6.2250000000000005,True
42,50653.136,-13.3,0.25956099275109396,-7.991666666666666,-5.3083333333333345,False
43,510.0,-1.5,0.7810288336909351,2.2500000000000004,-3.7500000000000004,True
43,9762.344000000001,-1.1,0.6347544170109009,-2.2249999999999996,1.1249999999999996,True
43,19014.688000000002,-7.2,0.8279259133759856,-6.7,-0.5,True
43,28267.032000000003,-6.7,0.759358418486555,-11.175,4.4750000000000005,True
43,37519.376000000004,-26.0,0.8043387060933881,-15.649999999999999,-10.350000000000001,True
44,510.0,-2.5,0.8787689127115887,1.4499999999999993,-3.9499999999999993,True
44,9950.296,-1.9000000000000001,0.5450631866482001,-2.9750000000000005,1.0750000000000004,True
44,19390.592,-8.0,0.8828372806656629,-7.4,-0.5999999999999996,True
44,28830.888,-7.4,0.9449211247342454,-11.825,4.424999999999999,True
44,38271.184,-60.300000000000004,0.7238310103150319,-16.25,-44.050000000000004,True
45,510.0,1.5,0.8598735870514659,19.05,-17.55,True
45,10335.16,2.0,0.959787568254713,9.174999999999999,-7.174999999999999,True
45,20160.32,-0.7000000000000001,0.9563612975863913,-0.6999999999999993,-7.771561172376096e-16,True
45,29985.48,-13.200000000000001,0.9431601845082362,-10.575,-2.6250000000000018,True
45,39810.64,-47.1,0.7827845315598688,-20.450000000000003,-26.65,True
46,510.0,1.9000000000000001,0.9336050341786593,3.7,-1.8,True
46,10280.44,2.4000000000000004,0.8935422979320149,1.9500000000000002,0.4500000000000002,True
46,20050.88,-0.4,0.9320864232029968,0.20000000000000018,-0.6000000000000002,True
46,29821.32,0.2,0.7527136260324594,-1.5499999999999998,1.7499999999999998,True
46,39591.76,-7.5,0.9284453750838438,-3.3,-4.2,True
