representation,classifier,protocol,metric,ablation_point,full_fusion_point,point_difference,bootstrap_mean_difference,bootstrap_std,ci95_low,ci95_high,p_value_two_sided,bootstrap_iterations,unit,interpretation
full_minus_wavlm,svm_rbf,R_R,balanced_accuracy,0.5799635175916769,0.5782914321370939,0.0016720854545829722,0.001609522583731696,0.006974351349382769,-0.009639235935360644,0.017659373332364618,0.89,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_R,roc_auc,0.6218761210853155,0.626438246494307,-0.00456212540899148,-0.004761309449925528,0.006810083373410516,-0.01751593392571882,0.009340529692127092,0.457,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_R,mcc,0.16948712387047962,0.16704888705207727,0.002438236818402356,0.002278437087302031,0.014535853896006274,-0.021703324095220276,0.035279194001388035,0.948,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_S,f1,0.5679019518946589,0.5688250341824791,-0.0009230822878202316,-0.0010115994179633204,0.010422143959251298,-0.020737620445926298,0.019906432923071517,0.91,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_S,balanced_accuracy,0.5937650239018009,0.5951806066270218,-0.0014155827252209097,-0.0013842214652745296,0.0047563760905104235,-0.010544254182280928,0.008295726724014605,0.763,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_S,roc_auc,0.6414965865641884,0.6426883504015177,-0.0011917638373293293,-0.0011550314829292428,0.00354361476265554,-0.008677692260036824,0.00558378399216226,0.782,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_S,mcc,0.19656540538382797,0.2006036182420121,-0.00403821285818412,-0.003979937681415826,0.0089061796765638,-0.021430884932977783,0.014104008583511296,0.657,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_S,f1,0.19302970804354494,0.21178096425358872,-0.018751256210043782,-0.01837842439179834,0.016235041545365588,-0.04917979749707051,0.01201030313575859,0.256,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_S,balanced_accuracy,0.5160412068159898,0.5194993168120328,-0.003458109996043013,-0.003406242835776563,0.004656542123902205,-0.013046368869823211,0.005180329003410349,0.477,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_S,roc_auc,0.5705171342706277,0.5821216957775239,-0.01160456150689626,-0.011558029882006299,0.006966859436298484,-0.02549845848694056,0.0017737120928942292,0.094,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,R_S,mcc,0.03397840829618549,0.032854395348030016,0.0011240129481554714,0.0012184095108152952,0.012929776760747668,-0.024106277447265553,0.027093470859057136,0.915,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_R,f1,0.2706455212274078,0.3002776476626214,-0.029632126435213568,-0.02945857323030082,0.011911367499856603,-0.05480860365765185,-0.006861411448764391,0.012,2000,subject,CI excludes zero
full_minus_wavlm,svm_rbf,S_R,balanced_accuracy,0.5299402952628707,0.535630326808969,-0.005690031546098373,-0.005626221401742285,0.004415902430053825,-0.014508654820126515,0.003102140908070919,0.185,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_R,roc_auc,0.581826771724822,0.5845537286986863,-0.0027269569738642696,-0.0024845877998316305,0.005536142370693946,-0.013418783947280088,0.008266337511366476,0.65,2000,subject,CI includes zero
full_minus_wavlm,svm_rbf,S_R,mcc,0.06057778772588079,0.07042261008092886,-0.00984482235504807,-0.010019220171969769,0.012490073819586058,-0.03591258536224079,0.013761875271467352,0.417,2000,subject,CI includes zero
full_minus_wavlm,mlp,R_R,f1,0.5439202273789012,0.5654573614497161,-0.021537134070814923,-0.02143723398800655,0.014498199643315975,-0.05102486701538507,0.00709045974025164,0.141,2000,subject,CI includes zero
full_minus_wavlm,mlp,R_R,balanced_accuracy,0.5658748840220857,0.5676393968931283,-0.0017645128710425118,-0.0015982517145484202,0.00637522988699507,-0.013930492967507719,0.011171535084030777,0.789,2000,subject,CI includes zero
full_minus_wavlm,mlp,R_R,roc_auc,0.6022037924493764,0.6168626066818165,-0.014658814232440087,-0.014452012495235826,0.008970615921165576,-0.032844009499369324,0.002521344698613059,0.094,2000,subject,CI includes zero
full_minus_wavlm,mlp,R_R,mcc,0.1425881163923395,0.1458021825215162,-0.0032140661291766848,-0.0027916771085222934,0.014288152416936447,-0.030887300004574063,0.024943702433789003,0.823,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_S,f1,0.5172254247965066,0.5025136534967626,0.014711771299743992,0.014402002216833418,0.01951114784545604,-0.0215472639864355,0.053651877442740636,0.478,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_S,balanced_accuracy,0.5732810502020688,0.5748047249333063,-0.0015236747312374899,-0.001600469004094587,0.008622385551416596,-0.01719480157987609,0.015800930408634905,0.849,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_S,roc_auc,0.6269820678415202,0.6245613937741804,0.002420674067339812,0.0022332152544305766,0.009332511311431108,-0.016077495415394754,0.020207521938204,0.789,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_S,mcc,0.1561190546351415,0.15343068479065233,0.002688369844489169,0.0024900694703323106,0.017576300812109518,-0.029263106988116776,0.03770953477518724,0.91,2000,subject,CI includes zero
full_minus_wavlm,mlp,R_S,f1,0.180220312773348,0.3753025557873346,-0.19508224301398663,-0.19554270302115045,0.025943676726330193,-0.24710226081161824,-0.14535483575560504,0.0,2000,subject,CI excludes zero
full_minus_wavlm,mlp,R_S,balanced_accuracy,0.5139967152373958,0.5365084213369236,-0.022511706099527795,-0.022689056816982946,0.006804455703160688,-0.03621324617948249,-0.01005255338668339,0.001,2000,subject,CI excludes zero
full_minus_wavlm,mlp,R_S,roc_auc,0.5641773020321483,0.5894127854276332,-0.02523548339548487,-0.02517199029770437,0.009639524078375459,-0.04477570476371693,-0.00802167089827117,0.002,2000,subject,CI excludes zero
full_minus_wavlm,mlp,R_S,mcc,0.029769019355602704,0.08533290587085518,-0.05556388651525247,-0.0561790334663561,0.0183625330024491,-0.09331298872910991,-0.021129977019700905,0.0,2000,subject,CI excludes zero
full_minus_wavlm,mlp,S_R,f1,0.37104592851612683,0.29115944683961503,0.0798864816765118,0.08046144300474245,0.03751345719989363,0.005868224175907631,0.15267600000268494,0.035,2000,subject,CI excludes zero
full_minus_wavlm,mlp,S_R,balanced_accuracy,0.5298208698718152,0.5258815813137964,0.003939288558018839,0.003939767301254302,0.009048827335683027,-0.014135772581998433,0.021336295292490738,0.654,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_R,roc_auc,0.5797486883372498,0.5656127905833213,0.014135897753928539,0.014132107068286335,0.011662653251498538,-0.008569019323528833,0.0361396888734137,0.219,2000,subject,CI includes zero
full_minus_wavlm,mlp,S_R,mcc,0.06732082527994324,0.06297042067869933,0.004350404601243904,0.0041897863602078644,0.020931882077637142,-0.03781629314191133,0.04519866640232947,0.843,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_R,f1,0.5313401717321291,0.5279695910395414,0.003370580692587666,0.003365965849700835,0.004714223527123917,-0.005562819771585115,0.012858757055201953,0.466,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_R,balanced_accuracy,0.5730042977399405,0.5679321298744855,0.005072167865455057,0.005041266759674092,0.0033740398068176254,-0.0013135638703467788,0.01216791126512448,0.117,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_R,roc_auc,0.6179974486308348,0.615997160470398,0.002000288160436847,0.0019877885913140267,0.0030434019165818697,-0.0041066927388309,0.007876973527449363,0.513,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_R,mcc,0.1582886355537679,0.14472788204753867,0.013560753506229234,0.013520633695867859,0.00928500563335008,-0.00338094766446071,0.0329571807664391,0.122,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_S,f1,0.5586183353755347,0.5658965694892013,-0.007278234113666571,-0.0070263615060959204,0.004775538623914367,-0.016596058261159154,0.001869758001906826,0.142,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_S,balanced_accuracy,0.5923960569287261,0.5916149753161518,0.0007810816125742859,0.0010751115295093813,0.003268676106465428,-0.005092329057350974,0.007631452896293283,0.756,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_S,roc_auc,0.6307838708816096,0.6317526816496044,-0.000968810767994821,-0.0008584474324049707,0.0027483277428687995,-0.006246412118735855,0.004325975353713884,0.745,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_S,mcc,0.19531062234659216,0.1920948440703997,0.0032157782761924603,0.0037993425841157417,0.006726201570584577,-0.009194999986020998,0.017004281206722652,0.575,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_S,f1,0.23520578730937727,0.24375664856433327,-0.008550861254955994,-0.009077195402590164,0.014351266233488669,-0.035642624271968,0.02127141120067604,0.509,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_S,balanced_accuracy,0.5186098683974283,0.519603665883372,-0.0009937974859437482,-0.0012227638269895552,0.007239348381206144,-0.012945517772885586,0.015070387271436343,0.766,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_S,roc_auc,0.5922013573502576,0.5890811223225431,0.003120235027714524,0.0031787258136088286,0.0061223650795153295,-0.008365107292688781,0.015321437969389813,0.612,2000,subject,CI includes zero
full_minus_wavlm,random_forest,R_S,mcc,0.06003238904037984,0.05259836139396049,0.0074340276464193444,0.006863248507612756,0.01981304168628463,-0.0255853375258738,0.05186486125567457,0.81,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_R,f1,0.2790663590175148,0.2959170254946805,-0.01685066647716571,-0.016787624581109575,0.015817034490003483,-0.04793263815948882,0.014899491791110183,0.289,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_R,balanced_accuracy,0.5229830430185348,0.5217882162330268,0.0011948267855079742,0.0013377665818152073,0.00518328722211634,-0.00912019305380414,0.011633997232540182,0.762,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_R,roc_auc,0.5757029798874238,0.5668258758729262,0.008877104014497594,0.009038418531621236,0.007195726227565851,-0.004399650127833999,0.024043490589872714,0.204,2000,subject,CI includes zero
full_minus_wavlm,random_forest,S_R,mcc,0.044879179527008255,0.04947673151928215,-0.004597551992273893,-0.0043746809484955405,0.01313298358791449,-0.030809017755545683,0.022444130720712854,0.723,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_R,f1,0.5163464726220709,0.536344721813834,-0.019998249191763073,-0.019884429015166794,0.008221494249199775,-0.036162326012870574,-0.004346535644331957,0.01,2000,subject,CI excludes zero
full_minus_wavlm,xgboost,R_R,balanced_accuracy,0.5665745841680532,0.5723998638340422,-0.005825279665989003,-0.005772707216340175,0.0036028266522676075,-0.013075507598939879,0.0011083080403797056,0.099,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_R,roc_auc,0.617527349564882,0.6218681584641266,-0.004340808899244597,-0.004401055753655463,0.004367681191279932,-0.01324028952533842,0.003848641879451818,0.316,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_R,mcc,0.14198814356365091,0.1567111334732868,-0.014722989909635886,-0.014621868942779325,0.0076529128253057885,-0.029833550776862828,-8.762446857477956e-05,0.048,2000,subject,CI excludes zero
full_minus_wavlm,xgboost,S_S,f1,0.5592496588665629,0.5702845272885622,-0.0110348684219993,-0.010915947466219836,0.007821982317095142,-0.025998979163975335,0.004636793221873208,0.166,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_S,balanced_accuracy,0.5883700405253055,0.5958871489454555,-0.007517108420149965,-0.007439662995935291,0.004724540013495369,-0.016360806125246007,0.0018716140518598636,0.122,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_S,roc_auc,0.6377967484241432,0.6441655953756233,-0.0063688469514801005,-0.00628079343041186,0.003941838143065306,-0.013820800750008395,0.001589212510370681,0.128,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_S,mcc,0.18587026058201642,0.19911749074940108,-0.01324723016738466,-0.013100418525593507,0.009874373114905351,-0.03165606467420252,0.00606609277603493,0.19,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_S,f1,0.20329089185807925,0.2053401903880496,-0.0020492985299703503,-0.0026847108599767325,0.01609515613215063,-0.033627374283859035,0.02869051695202192,0.87,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_S,balanced_accuracy,0.5205803329194143,0.5206025548100288,-2.2221890614515516e-05,-0.00010055144129939558,0.0047398486752208155,-0.009361967102620083,0.009236149261908827,0.959,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_S,roc_auc,0.6050723957975876,0.5989447895517507,0.0061276062458369696,0.006505729282505344,0.007129305187392043,-0.006808879427686885,0.020884943323117914,0.352,2000,subject,CI includes zero
full_minus_wavlm,xgboost,R_S,mcc,0.04748801824980856,0.04855514262723246,-0.0010671243774239003,-0.0011305414061480318,0.01382534853701289,-0.02749764981353597,0.025987640228498983,0.95,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_R,f1,0.2595106955171769,0.2642186268747714,-0.004707931357594453,-0.0048123903716958145,0.011770017583975344,-0.02926081470211173,0.017400344980317655,0.699,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_R,balanced_accuracy,0.5265341822877683,0.5211121711792622,0.005422011108506042,0.00536087235222222,0.004692686170912717,-0.004082718178978429,0.01433311377089824,0.251,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_R,roc_auc,0.5826671266267457,0.5753049849093753,0.007362141717370374,0.006782131059134884,0.009409913657205754,-0.013942061098652325,0.023406600096222082,0.442,2000,subject,CI includes zero
full_minus_wavlm,xgboost,S_R,mcc,0.06625720764655532,0.0478621748721494,0.01839503277440592,0.0182065809894357,0.01381338659424143,-0.008292909177309512,0.04481510883731062,0.19,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_R,f1,0.5761808397505851,0.5547313729905512,0.021449466760033897,0.02134126788419154,0.0076775778124142475,0.007574956165068448,0.03673667350989664,0.0,2000,subject,CI excludes zero
full_minus_wav2vec2,svm_rbf,R_R,balanced_accuracy,0.5842847478588893,0.5782914321370939,0.0059933157217954,0.006065237366762135,0.004491594821094234,-0.001568671300926675,0.015391988569776232,0.168,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_R,roc_auc,0.6273892990548185,0.626438246494307,0.0009510525605115339,0.0010199925599186125,0.003749235505452368,-0.006169771878838476,0.008405826572743755,0.767,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_R,mcc,0.17781747113026572,0.16704888705207727,0.010768584078188453,0.010993193873300569,0.009780996583674416,-0.006429397598938869,0.03145991619352193,0.259,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_S,f1,0.21907164298671278,0.21178096425358872,0.007290678733124056,0.007648620632767908,0.016692978901461025,-0.024973844768623573,0.040643197000283626,0.623,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_S,balanced_accuracy,0.5182671971635742,0.5194993168120328,-0.0012321196484585961,-0.0012585513389141677,0.005334977010371869,-0.013149964805033595,0.007882350951599525,0.853,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_S,roc_auc,0.5765157141027941,0.5821216957775239,-0.00560598167472981,-0.005733752519078632,0.0064734576473179355,-0.019389378854566413,0.006189802730923569,0.392,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,R_S,mcc,0.04093719514769093,0.032854395348030016,0.008082799799660915,0.00792341281257679,0.013687048117419569,-0.019693099384741217,0.03303328144592885,0.533,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,S_R,f1,0.2833350444947467,0.3002776476626214,-0.01694260316787466,-0.017402272676054445,0.013986913619112832,-0.04670348843397791,0.008028744839704555,0.202,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,S_R,balanced_accuracy,0.5267332900988333,0.535630326808969,-0.008897036710135753,-0.008987309079264452,0.004804320876696991,-0.019126906329228695,-9.093414004205493e-05,0.05,2000,subject,CI excludes zero
full_minus_wav2vec2,svm_rbf,S_R,roc_auc,0.5773284756268312,0.5845537286986863,-0.0072252530718550645,-0.007276882146653415,0.0074823917423754716,-0.021534593425008484,0.006986763359129272,0.332,2000,subject,CI includes zero
full_minus_wav2vec2,svm_rbf,S_R,mcc,0.053519209713999594,0.07042261008092886,-0.016903400366929264,-0.017076042839919238,0.011158247553517398,-0.03982019028046949,0.003689791347900212,0.109,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_R,f1,0.5440694433141532,0.5654573614497161,-0.021387918135562956,-0.02129133108209659,0.011411027917382873,-0.04325317541341427,0.0012500819831393474,0.069,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_R,balanced_accuracy,0.5632661545295333,0.5676393968931283,-0.004373242363594931,-0.004355770101949442,0.0075168370333315495,-0.01824771388005139,0.011457437150727978,0.52,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_R,roc_auc,0.6096301271244363,0.6168626066818165,-0.007232479557380156,-0.006975321907520119,0.007838462540362955,-0.02215824763588763,0.008888885992331768,0.371,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_R,mcc,0.13485662405250154,0.1458021825215162,-0.010945558469014655,-0.010921291466892935,0.016600436461613105,-0.04097935156586438,0.024392060952718154,0.465,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_S,f1,0.5254726347040813,0.5025136534967626,0.022958981207318763,0.022884298240212108,0.018869879552777177,-0.013898655808650143,0.059000954562093436,0.235,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_S,balanced_accuracy,0.575587006776854,0.5748047249333063,0.000782281843547783,0.0008113018467393433,0.008904738674246427,-0.01613995851361962,0.018347956578138407,0.932,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_S,roc_auc,0.6278581202835855,0.6245613937741804,0.0032967265094050457,0.003403596310017183,0.008929388466134057,-0.013734455423113162,0.020386076599745964,0.692,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_S,mcc,0.15687312442293183,0.15343068479065233,0.003442439632279498,0.003565453975058364,0.018056432661741752,-0.03061771045832941,0.03831214889322009,0.859,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_S,f1,0.4014862079759797,0.3753025557873346,0.0261836521886451,0.02477860761037978,0.04222199764330332,-0.05684922090059021,0.10752793653207679,0.567,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_S,balanced_accuracy,0.5357325521736888,0.5365084213369236,-0.0007758691632347992,-0.001046077940261447,0.014358688015621207,-0.03003067192472219,0.027399487953692115,0.942,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,R_S,roc_auc,0.5583469306633891,0.5894127854276332,-0.03106585476424406,-0.03113993599518217,0.015471758940526851,-0.0647380973128348,-0.0031830617460922453,0.025,2000,subject,CI excludes zero
full_minus_wav2vec2,mlp,R_S,mcc,0.07588752377346947,0.08533290587085518,-0.009445382097385713,-0.009989714012516731,0.03008601735953653,-0.06935046483439784,0.04739916803892768,0.74,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_R,f1,0.4267286873918846,0.29115944683961503,0.13556924055226954,0.13557875612917064,0.024684648687718733,0.08792060102537298,0.18348728440968975,0.0,2000,subject,CI excludes zero
full_minus_wav2vec2,mlp,S_R,balanced_accuracy,0.5347838718205986,0.5258815813137964,0.008902290506802246,0.008792384292253244,0.008899291209269616,-0.0086369753259092,0.026706846417613634,0.316,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_R,roc_auc,0.5700533566386468,0.5656127905833213,0.004440566055325501,0.004241358057855111,0.008253227168232674,-0.011901722406450115,0.020562079502676647,0.597,2000,subject,CI includes zero
full_minus_wav2vec2,mlp,S_R,mcc,0.07052269659461136,0.06297042067869933,0.007552275915912024,0.007303360803073836,0.020903036855126584,-0.03516771912685331,0.04893531746819325,0.712,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_R,f1,0.52928213989099,0.5279695910395414,0.0013125488514486028,0.001498913745407473,0.005077454590258584,-0.008044813061931147,0.011539055442024536,0.791,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_R,balanced_accuracy,0.5644765758996093,0.5679321298744855,-0.00345555397487618,-0.003355170331142048,0.0038627243231657334,-0.01106776346209841,0.00404600824841221,0.376,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_R,roc_auc,0.610765755790537,0.615997160470398,-0.00523140467986094,-0.005217111790225036,0.0037858576177278217,-0.012729129149263439,0.002116043082525762,0.175,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_R,mcc,0.13830598955306944,0.14472788204753867,-0.006421892494469228,-0.006190611704033341,0.009282826533271293,-0.02416768446044697,0.012017779410834395,0.485,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_S,f1,0.562025598994139,0.5658965694892013,-0.0038709704950623536,-0.0037719296512850903,0.004974137618172368,-0.014254215716503201,0.005404280553906218,0.45,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_S,balanced_accuracy,0.5879482227373541,0.5916149753161518,-0.003666752578797672,-0.0035598027089068568,0.004330611835996608,-0.012943289269322667,0.003977961844060495,0.416,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_S,roc_auc,0.6303934215070686,0.6317526816496044,-0.0013592601425358453,-0.0012707798273696755,0.004029677761248263,-0.01010626205053086,0.005636383276125459,0.813,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_S,mcc,0.1856204368507085,0.1920948440703997,-0.006474407219691197,-0.006239826799870121,0.009292426403848492,-0.026761079808024456,0.009672649851897272,0.527,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_S,f1,0.2549358070681472,0.24375664856433327,0.011179158503813957,0.011007679888959388,0.011248932649464412,-0.009519581956374664,0.03433583570708022,0.342,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_S,balanced_accuracy,0.517394057811501,0.519603665883372,-0.002209608071870983,-0.0023642339627601055,0.004880247632533328,-0.011616229364993711,0.007781383918836573,0.603,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_S,roc_auc,0.5951373100821149,0.5890811223225431,0.0060561877595718405,0.005899108859023679,0.006154857581726177,-0.006358062360596204,0.018348275731378753,0.331,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,R_S,mcc,0.05072668766758987,0.05259836139396049,-0.0018716737263706207,-0.0022278936323999795,0.013634364221568027,-0.027493614664509045,0.0257039702240773,0.847,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_R,f1,0.2827495443139255,0.2959170254946805,-0.013167481180755003,-0.013043581591403416,0.013769051400757716,-0.040227032055005475,0.013879434378250111,0.334,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_R,balanced_accuracy,0.5178326733109556,0.5217882162330268,-0.003955542922071231,-0.003958665467269661,0.005874665141450847,-0.01659882332803101,0.006546439422625747,0.507,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_R,roc_auc,0.5701539078262935,0.5668258758729262,0.003328031953367283,0.003342069098302333,0.006447261055552728,-0.009580315465219619,0.015771098124875187,0.588,2000,subject,CI includes zero
full_minus_wav2vec2,random_forest,S_R,mcc,0.03927666721817547,0.04947673151928215,-0.010200064301106676,-0.010082916525515259,0.015865983848957627,-0.04287708982033361,0.020042576972418055,0.521,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_R,f1,0.5333639156469318,0.536344721813834,-0.0029808061669022168,-0.00290079395520874,0.0063022461801145345,-0.015876958112363875,0.009295738018325658,0.641,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_R,balanced_accuracy,0.5730246250128048,0.5723998638340422,0.000624761178762645,0.0005649642905248077,0.004826863944678623,-0.008981773386879043,0.009836801069138368,0.908,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_R,roc_auc,0.6207405163566149,0.6218681584641266,-0.001127642107511706,-0.0011964294031260366,0.003915628518955039,-0.00907927396737445,0.006583140279504611,0.751,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_R,mcc,0.15845119013996226,0.1567111334732868,0.0017400566666754547,0.001580562463883765,0.010267132198957592,-0.01882194193628153,0.02170344406227326,0.887,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_S,f1,0.5587394945092393,0.5702845272885622,-0.011545032779322839,-0.011460511674489497,0.007562286322259535,-0.02652711259488883,0.002927984101082484,0.114,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_S,balanced_accuracy,0.5906789674743703,0.5958871489454555,-0.005208181471085149,-0.005203115360197967,0.005047284724841432,-0.015233480916499818,0.004826331986827118,0.293,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_S,roc_auc,0.6450729994643601,0.6441655953756233,0.0009074040887367962,0.0010282573646746948,0.004915363236622931,-0.00885469983812975,0.010655154064756638,0.819,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_S,mcc,0.19145997932753817,0.19911749074940108,-0.0076575114218629114,-0.007650813930880253,0.010261338429838177,-0.027509788270659488,0.01292765308117944,0.445,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_S,f1,0.22433336662496556,0.2053401903880496,0.01899317623691596,0.020056174740408935,0.020048737271722895,-0.020425215128578724,0.055931255855722506,0.332,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_S,balanced_accuracy,0.5231833948415647,0.5206025548100288,0.0025808400315359137,0.0028917554027004704,0.006541221526067231,-0.010607158577469033,0.015428221215950277,0.634,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_S,roc_auc,0.6119551598583618,0.5989447895517507,0.013010370306611119,0.01328384502145078,0.009169405946825398,-0.0036420830596329405,0.03343532807845142,0.131,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,R_S,mcc,0.06795804742680316,0.04855514262723246,0.019402904799570693,0.020199527825470177,0.01652101766051302,-0.012107551856509812,0.05298679136700699,0.204,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_R,f1,0.2870069130050802,0.2642186268747714,0.02278828613030881,0.022778515908831818,0.0165173212234867,-0.0100545679418783,0.05451113193401832,0.177,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_R,balanced_accuracy,0.5277106337773592,0.5211121711792622,0.0065984625980969325,0.006370532882643569,0.004423102538961646,-0.0018184860674438194,0.015432317728180196,0.13,2000,subject,CI includes zero
full_minus_wav2vec2,xgboost,S_R,roc_auc,0.5865521431232306,0.5753049849093753,0.011247158213855246,0.01101313979454141,0.005346251033466485,0.0003368561039266278,0.021608182491206027,0.044,2000,subject,CI excludes zero
full_minus_wav2vec2,xgboost,S_R,mcc,0.058718234883074635,0.0478621748721494,0.010856060010925234,0.010450993174175995,0.010942648533523612,-0.009571272465103293,0.03271790137772569,0.344,2000,subject,CI includes zero
full_minus_data2vec_audio,svm_rbf,R_S,f1,0.21531669146043514,0.21178096425358872,0.0035357272068464174,0.0036083695082770803,0.021218707661511352,-0.03709122099667001,0.04603030661469496,0.877,2000,subject,CI includes zero
full_minus_data2vec_audio,svm_rbf,R_S,balanced_accuracy,0.5169764003674961,0.5194993168120328,-0.002522916444536616,-0.0025743864663915626,0.007876428819732707,-0.01968718342662683,0.010342403886268147,0.829,2000,subject,CI includes zero
full_minus_data2vec_audio,svm_rbf,R_S,roc_auc,0.5802943328556109,0.5821216957775239,-0.0018273629219129894,-0.0016792622066146476,0.010955752328129736,-0.023692527887229968,0.01858412366500672,0.897,2000,subject,CI includes zero
full_minus_data2vec_audio,svm_rbf,R_S,mcc,0.03866122187058614,0.032854395348030016,0.005806826522556124,0.005745411666577091,0.018961545261936996,-0.032918185233664195,0.03909330806874384,0.746,2000,subject,CI includes zero
